,0,1,2,3
70,양평칼국수,35.048454,128.967,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913114940489_ttiel
71,영진돼지국밥,35.09664,128.95784,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913131201409_ttiel
72,신흥반점,35.09595,129.02463,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913133410983_ttiel
73,동원 숯불 갈비,35.188595,129.09715,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913141552746_ttiel
74,도날드 즉석 떡볶이,35.085815,129.04295,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913142012236_ttiel
75,영도우,35.08781,129.06128,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152113856_ttiel
76,함흥보쌈,35.08845,129.04108,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152733413_ttiel
77,원산면옥,35.098976,129.03105,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913153317155_ttiel
78,개미집신도시점,35.167637,129.17154,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913153737388_ttiel
79,오리한상,35.097855,128.92471,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510145207922_ttiel
80,"오,유미당",35.241432,129.08784,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510151352637_ttiel
81,만포밀면,35.245934,129.21597,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510161651267_ttiel
82,맛사랑채,35.24538,129.2147,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510170244967_ttiel
83,우정까망촌돼지,35.08081,128.97154,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510173949671_ttiel
84,유메,35.105747,128.96916,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510175614552_ttiel
85,금랑횟집 광안리 본점,35.155155,129.131,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510180602206_ttiel
86,난파센,35.14674,129.11339,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511104527053_ttiel
87,화국반점,35.10253,129.0342,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511105704117_ttiel
88,로얄경양식&스테이크 광안점,35.153294,129.12462,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511111431528_ttiel
89,이정태 본참치,35.1054,129.03531,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511111651566_ttiel
90,무궁화 식당,35.14778,129.10925,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511113221248_ttiel
91,어가초밥,35.097214,129.02882,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511113442878_ttiel
92,배꼽시계,35.30255,129.24944,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511115114884_ttiel
93,배가왕,35.15554,129.13087,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511115634861_ttiel
94,삼정횟집,35.10655,129.03775,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511115844167_ttiel
95,변소영 백년밥상,35.245594,129.2147,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511130041847_ttiel
96,사랑도 횟집,35.247726,129.21346,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511131104127_ttiel
97,삼송초밥,35.099655,129.02986,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511131839264_ttiel
98,솔리보,35.26711,129.23145,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511132220417_ttiel
99,부산족발,35.099598,129.02664,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511132711170_ttiel
100,시티바캉스,35.15693,129.11592,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511133129967_ttiel
101,PHOever Yum(포에버얌),35.282776,129.2583,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511133523476_ttiel
102,물레방아 즉석구이,35.10104,129.03513,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511134126759_ttiel
103,양귀빈 식당 3호점,35.163265,129.116,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511135001245_ttiel
104,고민끝에여기,35.112698,129.03706,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511135506636_ttiel
105,명송초밥,35.101738,129.03586,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511140134038_ttiel
106,다께,35.138863,129.06076,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511140420748_ttiel
107,남포삼계탕,35.098812,129.03049,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141051338_ttiel
108,지에이비148,35.145763,129.11497,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141322616_ttiel
109,대수정,35.140755,129.06291,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141556325_ttiel
110,목장원,35.07162,129.05736,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141757671_ttiel
111,톤쇼우,35.15631,129.12474,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511142349184_ttiel
112,그라치에,35.089043,129.06154,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511142715519_ttiel
113,황해도,35.1407,129.109,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511143741751_ttiel
114,프라한,35.146706,129.11386,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511145040294_ttiel
115,동촌황정순수육전골,35.13937,129.06071,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511153102499_ttiel
116,소우닭계,35.13942,129.0646,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511154322467_ttiel
117,양지추어탕,35.130672,129.04565,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511160051644_ttiel
118,오스테리아비비,35.12526,129.03906,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511161310859_ttiel
119,웅복,35.130657,129.0478,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511162214691_ttiel
120,초량통닭,35.118904,129.03996,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511163126270_ttiel
121,코카모메 초량점,35.116886,129.0351,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511164125446_ttiel
122,홍성방,35.113834,129.03781,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511165119901_ttiel
123,가두리닭숯불구이,35.204994,129.07947,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511172410854_ttiel
124,먹음직,35.19219,129.1003,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511173540705_ttiel
125,미미루,35.219486,129.08296,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511174445294_ttiel
126,밀보스79,35.2058,129.08028,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511175416697_ttiel
127,순이네곱창,35.198902,129.09865,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512092026544_ttiel
128,세연정,35.20514,129.07704,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512093357835_ttiel
129,조방낙지마당,35.19913,129.05907,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512094717830_ttiel
130,초록담미역국,35.194927,129.05786,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512100320359_ttiel
131,타이빈,35.216263,129.0773,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512101521175_ttiel
132,경찰서 옆 초밥집,35.159702,129.05392,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512104118922_ttiel
133,동백아가씨1961,35.158566,129.064,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512105240390_ttiel
134,로위버거,35.156338,129.06004,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512110929592_ttiel
135,장어촌,35.15863,129.05667,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512112108020_ttiel
136,전통음식점 원양,35.172222,129.06995,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512113115093_ttiel
137,항정살구공탄,35.165436,129.03777,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512114353372_ttiel
138,금용,35.205463,128.99666,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512130126929_ttiel
139,웅천집,35.26257,129.0153,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512131313725_ttiel
140,이종임 전복뚝배기,35.230835,129.00897,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512133553898_ttiel
141,평양집,35.212116,129.00589,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512143357001_ttiel
142,대왕불맛,35.17614,128.99005,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512145041261_ttiel
143,올리브장작,35.162926,128.98746,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512154744132_ttiel
144,전골[그집],35.149475,129.00208,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512155859812_ttiel
145,하오츠,35.155018,128.99106,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512162629589_ttiel
146,함양본가어탕국수,35.159695,128.98518,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512164338161_ttiel
147,오공떵번,35.105663,128.9738,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512165954952_ttiel
148,옥미아구찜 하단점,35.105244,128.9706,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512171230301_ttiel
